layer_name,layer_idx,sublayer,variant,dac_bits,EZR_mean,QZR_all_mean,QZR_nonzero_mean,ODR_mean,cosine_sim,ratio_q50,ratio_q90,ratio_q99,p_clip,absmax_q50,absmax_q90,absmax_q99,absmax_q999,EZR_pad_mean,QZR_all_pad_mean
bert.encoder.layer.9.attention.output.dense,9,O,baseline,7,0.10000381730496884,0.11990010358393192,0.0221070771291852,5.9368481755256655,0.9999683925509453,0.1696118374168873,0.46937214002013206,0.7741585031151772,0.0,2.00568022319203e-05,7.711844631558051e-05,0.0012146609106275718,0.0037907103542238474,0.10000120867043734,0.12036916591227055
bert.encoder.layer.9.attention.self.query,9,Q,baseline,7,5.7921857887777154e-09,0.11676802419126034,0.11676801905035973,20.37436932563782,0.9998720428347587,0.057052243892103435,0.24966615550220012,0.6089743131399155,0.0,6.02462588403796e-06,2.5762950645003003e-05,0.0003106903747902834,0.0011985467257909477,2.119276274470394e-09,0.09848009191453456
bert.encoder.layer.9.attention.self.value,9,V,baseline,7,0.0,0.15328895837068557,0.15328895837068557,29.856232347488405,0.9998896363377571,0.0479737232811749,0.2658404278755188,0.6672625130414963,0.0,1.9512404815031914e-05,0.0001130612241468043,0.0009295896699768492,0.0015642919240053744,0.557091471850872,0.6251608335971832
bert.encoder.layer.10.intermediate.dense,10,FFN1,baseline,7,0.0009435132925864309,0.3687029464542866,0.3681067581474781,77.06626350402831,0.9993523901700974,0.013661942947655915,0.0672667783871293,0.3348917996883392,0.0,1.268247656753374e-05,4.181565131148091e-05,0.0008395212458708557,0.0031783651001751423,0.0008127800692454912,0.28498211249709127
bert.encoder.layer.10.output.dense,10,FFN2,baseline,7,0.09993030603975057,0.11997526198625565,0.022270452762022615,5.96129848241806,0.9999680653214454,0.1689802226424217,0.4691774374246597,0.7731157425045967,0.0,1.4395011230590172e-05,4.4413433479348895e-05,0.0011715220713085727,0.0036921764980070294,0.09996607329696416,0.12142163682729006
bert.encoder.layer.10.attention.self.key,10,K,baseline,7,0.0,0.24309730067849158,0.24309730067849158,50.80785085678101,0.9998519095778465,0.02890713113360107,0.20986558727920054,0.6135047143697738,0.0,1.284591089188325e-05,7.876057085013599e-05,0.0003319635028310586,0.0008565760374767706,0.557091471850872,0.6648417980968953
bert.encoder.layer.10.attention.output.dense,10,O,baseline,7,0.10001026440411806,0.12153692036867142,0.023918786235153675,6.422021663188934,0.9999627363681793,0.15745450481772422,0.4434204311668873,0.7483777990937233,0.0,1.8287648890691345e-05,5.3844815920456315e-05,0.0013534112236811779,0.004431798643199727,0.10001239646226168,0.12255203727632762
bert.encoder.layer.10.attention.self.query,10,Q,baseline,7,4.1653336779745585e-09,0.1430523071438074,0.14305230349302292,24.802853412628174,0.9998507276177406,0.04711509944871068,0.22604967638850212,0.5851265487074852,0.0,4.318858543683746e-06,1.3940881067355804e-05,0.00026896306979324436,0.0011433060848503374,1.0596381372351971e-08,0.1369985494017601
bert.encoder.layer.10.attention.self.value,10,V,baseline,7,8.641885074212041e-09,0.17080163024365902,0.17080162301659585,33.40789795875549,0.999882326722145,0.04294619105756283,0.2574614404141903,0.659925422668457,0.0,1.6624203694846074e-05,0.00012251511856447905,0.0006828703534847591,0.0014612145518185572,0.5570914763212204,0.6327744156122208
bert.encoder.layer.11.intermediate.dense,11,FFN1,baseline,7,0.0006064938165945932,0.2488232307881117,0.24836736753582955,44.74807588577271,0.9996852028369904,0.022641324233263732,0.10334320418536663,0.44791494101285934,0.0,6.944377673789859e-06,1.116771753913781e-05,0.0007198703417088837,0.002707396977348253,0.0006446785436128266,0.2181934757530689
bert.encoder.layer.11.output.dense,11,FFN2,baseline,7,0.10002254892140627,0.12210826888680458,0.024540305249392987,6.627270736694336,0.999963039457798,0.15171676121652125,0.4128238944709301,0.7008921751379966,0.0,1.097417702567327e-05,1.5260197333191172e-05,0.001078147782727683,0.003676754403859377,0.10001740220934152,0.12204362962394953
bert.encoder.layer.11.attention.self.key,11,K,baseline,7,0.0,0.23668755792081356,0.23668755792081356,51.334154758453366,0.9998624289035797,0.030339782191440463,0.22161584869027137,0.6334955412149429,0.0,1.3117502194290864e-05,7.323013898712815e-05,0.0003385429050103994,0.0010287836944917216,0.557091471850872,0.6622177225351333
bert.encoder.layer.11.attention.output.dense,11,O,baseline,7,0.09999527465552091,0.12154359687119723,0.023942458918318154,6.434269702434539,0.9999638596177101,0.15633581191301346,0.4320953439176083,0.735942103266716,0.0,1.2029843092022929e-05,1.9092722786808737e-05,0.0012381015331629896,0.004709633060265332,0.10000722970813512,0.1220142773911357
bert.encoder.layer.11.attention.self.query,11,Q,baseline,7,0.0,0.17273337975144387,0.17273337975144387,29.943647975921632,0.9998691266775132,0.04051034886389971,0.23154769025743008,0.6196090388298034,0.0,2.324247811884561e-06,4.954051712502406e-06,0.00017852988164122508,0.0011790754547109828,4.238552548940788e-09,0.14921743534505366
bert.encoder.layer.11.attention.self.value,11,V,baseline,7,0.0,0.15361667327582837,0.15361667327582837,34.27700267791748,0.9998942255973816,0.04784530222415924,0.27801193997263907,0.6854824981093407,0.0,1.4356728297570952e-05,0.00011008676083292812,0.000618727305700304,0.0020088407734874638,0.557091471850872,0.6253673610091209
