layer_idx,sublayer,bits,QZR_nonzero,WQZR_body,sign_agree_nonzero,raw_cosine_sim,raw_rel_l2_error,trimmed_rel_l2_p90,trimmed_cosine_p90,trimmed_rel_l2_p99,trimmed_cosine_p99,trimmed_rel_l2_p999,trimmed_cosine_p999
0,K,10,0.014808336893717447,8.291910489788279e-05,0.9851916631062826,0.9999921321868896,0.0038332599215209484,0.007829999551177025,0.9999586343765259,0.004535801708698273,0.9999886155128479,0.003985423594713211,0.9999914169311523
0,K,11,0.007490793863932292,2.1043028027634136e-05,0.9925092061360677,0.9999980926513672,0.0019162701210007071,0.003912115935236216,0.9999896883964539,0.002267818432301283,0.9999971389770508,0.001992336008697748,0.9999978542327881
0,K,12,0.0037778218587239585,5.343843895389e-06,0.996222178141276,0.9999995231628418,0.000957825337536633,0.001949375495314598,0.9999974370002747,0.0011324859224259853,0.9999992847442627,0.0009958237642422318,0.9999995231628418
0,O,4,0.20297210311418515,0.03341009095311165,0.7970278968858149,0.9891054630279541,0.14680439233779907,0.19153571128845215,0.9816313982009888,0.1541101634502411,0.9879770278930664,0.14833009243011475,0.9888603687286377
0,O,5,0.09534258438128981,0.007354134693741798,0.9046574156187102,0.9975934624671936,0.06848511099815369,0.08936364948749542,0.995897114276886,0.07189016044139862,0.997339129447937,0.0691966712474823,0.9975378513336182
0,O,6,0.04626583501179426,0.0017269031377509236,0.9537341649882057,0.9994348287582397,0.03313557803630829,0.04323822259902954,0.999033510684967,0.03478606417775154,0.9993747472763062,0.033479854464530945,0.9994217157363892
0,O,7,0.022888520881254672,0.00042073309305123985,0.9771114791187453,0.9998630285263062,0.016308210790157318,0.02128387615084648,0.9997655153274536,0.01712062582373619,0.9998484253883362,0.01647770218551159,0.9998598098754883
0,O,8,0.011360911302743493,0.00010401165491202846,0.9886390886972565,0.9999662637710571,0.008090052753686905,0.010558404959738255,0.9999423027038574,0.0084927873685956,0.9999626874923706,0.00817413441836834,0.9999655485153198
0,O,9,0.005606995394253783,2.5337452825624496e-05,0.9943930046057462,0.9999916553497314,0.004029080271720886,0.005258659832179546,0.9999856948852539,0.004229926969856024,0.9999907612800598,0.004070931579917669,0.9999914169311523
0,O,10,0.002813386577892771,6.342803771985928e-06,0.9971866134221072,0.9999979734420776,0.0020111380144953728,0.002624311950057745,0.9999964237213135,0.002111281268298626,0.9999977350234985,0.002032033633440733,0.9999978542327881
0,O,11,0.0014066932889463856,1.5944690403557615e-06,0.9985933067110536,0.9999995231628418,0.0010076111648231745,0.0013118172064423561,0.9999990463256836,0.001058229012414813,0.9999994039535522,0.001018080161884427,0.9999995231628418
0,O,12,0.0006950470481161152,3.8736820329177135e-07,0.9993049529518839,1.0,0.0005129892961122096,0.0006476187845692039,0.9999998807907104,0.000539532455150038,0.9999998807907104,0.0005182878230698407,1.0
0,Q,4,0.5202760825322994,0.17941339313983917,0.4797239174677006,0.9614642858505249,0.27758246660232544,0.4602268934249878,0.8993595242500305,0.3197742700576782,0.9488157629966736,0.288901150226593,0.9580272436141968
0,Q,5,0.2835485353778428,0.05020585283637047,0.7164514646221571,0.9907187223434448,0.13315552473068237,0.2221907675266266,0.9740501642227173,0.15363740921020508,0.9874649047851562,0.13867545127868652,0.9898285865783691
0,Q,6,0.14494142210732913,0.012849124148488045,0.8550585778926709,0.9977864027023315,0.06456556916236877,0.10781514644622803,0.9936225414276123,0.0745130181312561,0.9969894289970398,0.06724794209003448,0.9975681900978088
0,Q,7,0.07257466162024283,0.0031982180662453175,0.9274253383797572,0.9994618892669678,0.031775083392858505,0.05306057631969452,0.9984362125396729,0.036672502756118774,0.9992667436599731,0.0330958291888237,0.9994084239006042
